,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
,BAC,BNY,C,COF,FITB,GS,JPM,KEY,MS,PNC,STT,TD,USB,WFC
Date,,,,,,,,,,,,,,
2009-08-01,15.15731716,7.44204998,43.35087204,31.47936249,7.992211342,138.3496246,32.08702469,4.936463833,23.59526062,31.77862167,41.34402847,19.50259972,16.81222916,20.10334778
2009-09-01,14.57997417,7.897110462,41.96364594,30.20940971,7.400465965,154.4776154,32.35283661,4.825201988,25.15960121,36.25553131,41.4385643,20.37844849,16.24735641,20.62431717
2009-10-01,12.57123375,7.583958626,35.46102142,30.94496727,6.537931919,142.5953217,30.8392849,4.001206875,26.16988754,36.51667404,33.07833862,18.09871864,17.29738426,20.14128113
2009-11-01,13.66625881,7.762341499,35.63441086,32.43303299,7.371626854,142.1680603,31.40884781,4.350104809,25.76769447,42.6313591,32.54253769,20.11015701,17.97526932,20.52185631
2009-12-01,12.98510075,7.611625671,28.69828606,32.45832062,7.130295277,141.7831879,30.80266953,4.127000809,24.15211487,39.47568893,34.30755234,20.00808144,16.76847839,19.78905678
2010-01-01,13.09680557,7.628536224,28.7849865,31.20536995,9.106657028,124.8874054,28.7846508,5.339072704,21.85112953,41.44984818,33.79518127,18.80861092,18.72462082,20.8448658
2010-02-01,14.37370014,7.720492363,29.47860336,31.9588356,8.938288689,131.2947235,31.06171036,5.316765785,23.03560829,40.27206421,35.3950882,20.57154846,18.37372398,20.04567528
2010-03-01,15.40038967,7.92568922,35.11420441,35.10705185,9.926551819,143.607605,33.11918259,5.771183968,23.94296837,44.72177124,35.57636642,24.0135498,19.32189941,22.85686111
2010-04-01,15.39249516,8.104814529,37.88866425,36.80263519,10.93041515,122.2048874,31.51316833,6.716914177,24.70319176,50.34757996,34.29122925,23.97492027,20.02480888,24.31847191
2010-05-01,13.5882082,8.177004814,34.33389282,35.0137825,9.52381897,121.4138184,29.32566833,5.972245216,22.19802284,47.08001328,30.08958435,22.22533035,17.9228363,21.07208633
2010-06-01,12.40549946,8.113797188,32.59985352,34.20565033,9.003673553,110.7572708,27.12512779,5.733940601,19.00465012,42.39075851,26.66044998,21.06976318,16.71850777,18.83114052
2010-07-01,12.12846851,8.252215385,35.54772186,35.92867661,9.318332672,127.2523422,29.84431458,6.308080196,22.09976387,44.55906677,30.68948364,23.10825348,17.91630173,20.39795494
2010-08-01,10.76358414,8.578208923,32.16635513,32.14312363,8.093972206,115.5328293,26.97673416,5.495337486,20.25400162,38.31864929,27.66153908,22.11197853,15.59243488,17.32317543
2010-09-01,11.31644821,8.442694664,33.900383,33.6101532,8.819793701,122.2936707,28.23801994,5.943359852,20.24579811,39.01001358,29.69595528,23.66777992,16.20713234,18.51097679
2010-10-01,9.899040222,8.393657684,36.15462112,31.67256737,9.216100693,136.2926636,27.918993,6.122557163,20.40166092,40.50548553,32.93758011,23.64813042,18.18278122,19.20366478
2010-11-01,9.466767311,8.23277092,36.4147377,31.63857651,8.768504143,132.0718231,27.78414917,5.622297287,20.10688591,40.54433441,34.07336426,24.0379734,17.8672142,20.05110168
2010-12-01,11.53303146,7.649715424,41.00992203,36.21326065,10.77168465,142.5522003,31.51344872,6.616576195,22.36747742,45.71685791,36.54999924,24.53992844,20.26403236,22.88064003
2011-01-01,11.88105106,7.802943707,41.79024887,40.97816086,10.9183569,138.703598,33.38555908,6.653957844,24.16772079,45.17475128,36.8576088,24.73148155,20.32396317,23.93644333
2011-02-01,12.36564064,7.953288555,40.57641983,42.34806442,10.72011375,138.8391724,34.72544098,6.833389759,24.44001198,46.5300827,35.27980423,27.87200546,20.87346077,23.81830788
2011-03-01,11.53491879,7.932936192,38.32217407,44.25440216,10.19878864,134.7336273,34.28664017,6.646357059,22.49666595,47.50291061,35.4533577,29.49684906,19.89490318,23.44729233
2011-04-01,10.63395309,8.026211739,39.79610062,46.61359406,9.785700798,128.2857513,33.9370842,6.489180565,21.53323555,47.01273727,36.87403107,28.84424973,19.52656555,21.57279968
2011-05-01,10.17499352,8.281937599,35.67778015,46.28143692,9.630843163,119.5527344,32.33392334,6.339485168,19.93311501,47.33799744,36.25617218,28.90328789,19.36018944,21.02439308
2011-06-01,9.490889549,8.278137207,36.1115303,44.04718781,9.402237892,113.3535538,30.61404037,6.257207394,18.98431206,45.20694351,35.71752167,28.48721313,19.29212952,20.87955856
2011-07-01,8.415603638,8.308439255,33.24965286,40.74810791,9.373775482,114.9547577,30.24762917,6.039370537,18.35728836,41.1723671,32.98488998,26.79946136,19.80884361,20.79027367
2011-08-01,7.08089304,8.603951454,26.93457985,39.25629044,7.86952734,98.98529053,28.25911713,4.987739563,14.46907043,38.2559166,28.25230789,26.67177773,17.64249039,19.42112541
2011-09-01,5.310709953,8.641962051,22.22428322,33.8248558,7.484204769,80.77237701,22.66146469,4.47555685,11.1701231,36.76811218,25.57979202,23.99952316,17.89333153,18.0273838
2011-10-01,5.926820755,8.792156219,27.40300751,38.97156143,8.968188286,93.58663177,26.15246391,5.328402042,14.58482265,40.97975922,32.30633926,25.46418953,19.5531292,19.36523628
2011-11-01,4.720630169,8.973755836,23.83775902,38.11804962,9.027926445,81.89147949,23.50609398,5.501990318,12.2652874,41.64616776,31.71443939,24.20812035,19.80527878,19.32786751
2011-12-01,4.834278584,9.221029282,22.83048058,36.13815689,9.498366356,77.55174255,25.23660088,5.830105782,12.54724789,44.3042717,32.2423439,25.53955078,20.66871071,20.69873047
2012-01-01,6.199355602,9.755649567,26.65725327,39.09483719,9.776254654,95.59538269,28.31052971,5.890757561,15.466362,45.26456451,31.47911453,26.32816315,21.66183853,21.93795586
2012-02-01,6.929712772,9.826658249,28.91340446,43.23931503,10.22712231,98.74273682,29.99737358,6.140944004,15.41750145,45.98659134,33.92963791,28.08027458,22.56761551,23.50012398
2012-03-01,8.331132889,9.583520889,31.72627258,47.68202209,10.55775833,106.9804306,35.14982986,6.468276978,16.33223915,49.82651901,36.55690765,29.26177025,24.31775665,25.7463665
2012-04-01,7.060133934,10.03277302,28.67950821,47.45962906,10.75446987,99.04958344,32.85646057,6.118225574,14.36970997,51.24042511,37.33244705,29.08953476,24.84677505,25.27767944
2012-05-01,6.398519516,10.07316017,23.01131439,43.94376755,10.08940029,82.31910706,25.50770569,5.70730257,11.14242077,47.75582123,33.28580475,26.53243637,24.02807617,24.24146461
2012-06-01,7.130656719,10.26729393,23.79981422,46.80379868,10.12718868,82.8508606,27.4929142,5.9290452,12.16825581,47.51478958,36.05625916,27.17863655,24.83905602,25.45709419
2012-07-01,6.398414612,10.4508791,23.55669403,48.37077332,10.50993633,87.2068634,27.70067215,6.112892151,11.39262009,45.95193863,32.79851151,27.30023575,26.03617096,25.73876762
2012-08-01,6.96502924,10.44587135,25.79687881,48.40501404,11.51377964,91.37276459,28.81613731,6.457603455,12.5585041,48.65365982,33.78944016,28.7039299,25.96622086,25.90625191
2012-09-01,7.697273254,10.41814137,28.42103767,48.85920334,11.79516125,98.6843338,31.40757751,6.735452175,14.01529217,49.38941956,34.08185959,29.21574974,26.65792274,26.45828438
2012-10-01,8.134585381,10.30042362,32.4774704,51.56741333,11.12135601,106.2453918,32.33863449,6.488845825,14.55112076,45.5541153,36.41133118,28.51462936,25.95913887,25.8146553
2012-11-01,8.605902672,10.86985397,30.02797318,49.36486053,11.20555115,102.2521896,32.10850906,6.226825237,14.16569805,44.21399307,36.30512238,29.40083885,25.21655846,25.2936039
2012-12-01,10.13331985,10.54855156,34.37155533,49.68835068,11.63417912,111.2029724,34.36736298,6.527981281,16.05501938,45.92303085,38.40467072,29.84319496,24.96642494,26.35907936
2013-01-01,9.890184402,10.79430389,36.63054657,48.30740356,12.55137825,128.8999176,36.77471161,7.287770748,19.18709183,48.67163849,45.69990158,29.56362534,26.0304985,26.86035156
2013-02-01,9.811554909,10.7001524,36.47416687,43.7700119,12.20465279,130.5562592,38.49899292,7.280016899,18.93518257,49.45988464,46.47182083,29.38961792,26.72255325,27.24627495
2013-03-01,10.65112782,10.00966454,38.44692612,47.17336273,12.56678391,128.7168121,37.3500061,7.721936226,18.49702072,52.71811295,48.52482605,29.73962212,26.68323135,28.72975731
2013-04-01,10.76481056,10.25496483,40.55001831,49.6028595,13.21041775,127.7721252,38.56982422,7.771068096,18.64009094,53.81209946,48.2254982,29.25032616,26.32451248,29.4986763
2013-05-01,11.94535446,9.412672043,45.18209076,52.30706024,14.11800671,141.7765656,43.22978973,8.402418137,21.84682846,57.16654968,54.5846405,29.15401077,27.7325058,31.49477196
2013-06-01,11.24577236,9.263744354,41.6975708,54.19268036,14.0016489,132.7213287,41.80435562,8.649576187,20.60687065,58.18793869,53.78458023,28.98093796,28.59469604,32.30636978
2013-07-01,12.7769289,8.689653397,45.32232285,59.5506897,15.02559185,143.9357605,44.13253784,9.621086121,22.951828,60.68559647,57.6939621,30.35479355,29.71029663,34.05202866
2013-08-01,12.35686302,8.475427628,42.01050949,55.69395447,14.28368664,133.493515,40.30646515,9.143165588,21.76803589,58.01145172,55.25104904,31.13771629,28.76294136,32.15764236
2013-09-01,12.07681942,8.732958794,42.17506027,59.56801605,14.09625626,139.2832031,41.23175812,8.971582413,22.77362442,58.1559639,54.4478035,32.76160431,29.12119102,32.56740952
2013-10-01,12.23417664,8.921934128,42.40979385,59.50733948,14.96760273,141.6161499,41.11211014,9.868742943,24.27778053,59.02288055,58.2513504,33.39512634,29.92939186,33.64720535
2013-11-01,13.85430717,8.525675774,46.01837921,62.07240677,15.97382641,148.7295532,45.97916412,10.03400898,26.49524307,62.15401077,60.3629303,33.59022903,31.4194603,34.69548798
2013-12-01,13.63537216,8.429343224,45.31401443,66.67380524,16.53196526,156.5666656,46.991642,10.60668373,26.54602432,62.66288376,61.01137924,34.63016891,32.3647728,36.03676224
2014-01-01,14.67819691,8.939442635,41.24436951,61.45201492,16.61889267,144.9606476,44.48455811,10.085042,24.98001862,64.52063751,55.85664368,31.76760674,32.00971222,35.98913956
2014-02-01,14.48541069,9.029272079,42.29666519,63.90626907,17.15651703,147.0186462,45.95636368,10.4090929,26.11532784,66.4263382,54.78874588,33.60273743,33.14572906,36.84640884
2014-03-01,15.07253933,9.276320457,41.40079498,67.44719696,18.15269661,145.2106934,49.10261917,11.30256271,26.42905426,70.66632843,58.02585983,34.80364609,34.53150177,39.74803543
2014-04-01,13.27527237,9.684741974,41.67043304,64.59757996,16.37924004,141.6391754,45.27697372,10.82633018,26.22556305,68.26207733,54.06790924,35.64871216,33.0327034,39.66812515
2014-05-01,13.27527237,9.720082283,41.37471008,68.95941162,16.44281769,141.6302643,45.2286377,10.86601543,26.25204849,69.66791534,54.66252518,37.09644318,34.17483139,40.57911301
2014-06-01,13.47694588,9.823608398,40.97446823,72.48697662,16.96733856,148.8985596,46.89714432,11.42972946,27.50255966,72.75627136,56.32911682,38.45792007,35.09015656,42.30317307
2014-07-01,13.38033199,9.682344437,42.54907608,69.80165863,16.37516403,153.7272644,46.93783569,10.79962063,27.51105499,67.4537735,59.25500488,39.08629608,34.23868942,40.96710587
2014-08-01,14.11734676,9.865073204,44.94172287,72.01309967,16.31920242,159.2762604,48.72483444,10.85545349,29.27542877,69.62519836,60.59253693,39.70718002,34.44234085,41.40172195
2014-09-01,14.95964909,9.914216995,45.08963776,71.90083313,16.00737,163.7486267,49.37231445,10.68310547,29.49728775,70.30710602,61.92166519,37.2627182,34.07577133,42.03975677
2014-10-01,15.10257149,10.22774601,46.57754135,72.91389465,16.08634567,169.4754486,49.5690155,10.57892036,29.82151794,70.97252655,63.73519897,37.16465759,34.90727997,43.02854538
2014-11-01,14.99695873,10.19153404,46.9693222,73.2926712,16.19095802,168.06604,49.63895416,10.81935024,30.10538292,72.27766418,64.80788422,38.41934586,36.21834946,44.15511703
2014-12-01,15.74504662,10.33443642,47.09115982,72.9884491,16.40018845,173.4528809,51.63573074,11.19333744,33.20322037,75.38461304,66.30284882,36.35721588,36.83292389,44.72452927
2015-01-01,13.37255192,10.85507774,40.85991669,64.73028564,14.01010609,154.2847137,44.86977768,10.46054173,28.93300056,69.85657501,60.62655258,30.30783272,34.52681732,42.35858536
2015-02-01,13.95512104,10.61563206,45.63006592,69.59320068,15.67835712,169.8375702,50.88835907,11.21749973,30.71601295,76.41351318,63.11911011,33.65129852,36.7511673,44.70005417
2015-03-01,13.58439636,10.71676254,44.84663773,69.96923065,15.26534462,168.7370148,50.30705643,11.45548439,30.63018608,77.47711945,62.33911133,32.88388824,35.97676849,44.67441559
2015-04-01,14.10501003,10.7823534,46.41348648,71.77127838,16.30770493,176.3223572,52.53259277,11.69009495,32.02052689,76.22241974,65.65078735,35.42404175,35.51890564,45.24926376
2015-05-01,14.60970783,10.33934689,47.0750351,74.17697906,16.50339699,185.0927124,54.98833466,11.79526711,32.91761398,79.9491272,66.3403244,33.7518425,35.71775055,45.955513
2015-06-01,15.07013416,10.35259533,48.13035202,78.47160339,16.97632408,188.0112305,56.64348984,12.21286774,33.42602921,79.91571045,65.54862976,32.93071365,35.95801926,46.49839401
2015-07-01,15.87909603,10.82124138,50.9359169,72.52178955,17.28512001,184.6614685,57.28717041,12.06650734,33.46912384,82.02951813,65.45585632,31.3039341,37.67324066,47.84604645
2015-08-01,14.5114336,10.73866081,46.63644028,69.35507965,16.34170341,169.8305664,53.93416595,11.17208958,29.80006218,76.53622437,61.48884583,31.1291523,35.29002762,44.09244919
2015-09-01,13.83648014,10.99280834,43.26166534,65.00744629,15.51313019,157.0067902,51.30056763,10.6359911,27.24824333,74.92350769,57.46197891,30.83193779,34.17340469,42.73256302
2015-10-01,14.95017719,11.36238766,46.36610413,70.72652435,15.73418236,169.4220276,54.06038284,10.15365314,28.5198288,75.81385803,59.29603195,32.08336639,35.3647728,45.05434799
2015-11-01,15.52929211,11.46827698,47.21151352,70.37692261,17.07221222,171.6990662,56.50983047,10.71774673,29.80903625,80.68227386,62.37255859,32.23836899,36.79849625,45.85325241
2015-12-01,14.99471951,11.87222958,45.16909027,65.02555847,16.60142708,163.4106293,55.95895386,10.84500217,27.64505959,80.51331329,57.02731323,30.93525887,35.77561188,45.54838943
2016-01-01,12.63352776,12.19462395,37.16521072,59.11578751,13.13336182,146.4829102,50.42492676,9.175909042,22.49148178,73.19777679,48.13420105,29.88486671,33.78746033,42.08784866
2016-02-01,11.18612099,12.05533218,33.95140076,59.21488953,12.68450069,135.5756226,48.03308105,8.674355507,21.59305573,69.09458923,47.31368637,30.82575035,32.48858643,39.3143959
2016-03-01,12.07958317,12.15403748,36.48574066,62.84391022,13.87315464,142.948761,50.52430344,9.141378403,21.86406326,71.86483765,50.54393005,34.38991928,34.23446274,40.83456421
2016-04-01,13.05828285,12.27337456,40.444561,65.63658905,15.33640194,149.441452,53.91989899,10.17640591,23.65619659,74.5925827,54.12334824,35.48230743,36.23271942,42.20247269
2016-05-01,13.26455975,12.40063286,40.74102783,66.4072876,15.8054533,145.2253418,56.09822845,10.61525631,24.05818939,76.73040771,54.7836113,35.11067581,36.34305573,42.82732391
2016-06-01,11.90133381,13.02039909,37.08422089,57.91431046,14.73332787,135.8542023,53.40805435,9.210062981,22.83638,69.59088898,46.84319305,34.57112503,34.22969818,40.27091217
2016-07-01,13.03958416,13.11647797,38.32648849,61.16975021,16.02571487,145.2079773,54.98090363,9.751831055,25.25362587,70.66825104,57.5281105,35.08650589,36.02884293,40.81546021
2016-08-01,14.52442074,12.93571186,41.916008,65.29152679,17.02204704,154.9458466,58.46647644,10.54584122,28.37483978,77.55778503,61.42860794,36.27337646,37.72048569,43.22336578
2016-09-01,14.14901352,12.69001865,41.46822739,65.89733887,17.27535439,148.033905,57.67826843,10.21838474,28.37483978,77.54916382,60.89514542,36.11071777,36.64398193,37.97836304
2016-10-01,14.91749191,11.68163395,43.15399933,67.92478943,18.48900414,163.6111298,59.99096298,11.85567379,29.7112751,82.29217529,61.73542023,36.90776062,38.4928894,39.46216202
2016-11-01,19.09438896,10.89835358,49.51076889,77.09887695,22.10863876,201.2919922,69.94564056,14.5341177,36.82510757,95.7350769,69.28859711,38.90900803,42.67242432,45.38876343
2016-12-01,20.05452728,11.11890411,52.35246658,80.47650909,22.9158287,220.4786682,75.28516388,15.414958,37.61751938,101.2952118,68.33895874,40.51002884,44.17737961,47.66091156
2017-01-01,20.54454613,11.44749451,49.18119431,80.61486816,22.28901672,211.1512451,73.83685303,15.16183853,37.83121109,104.3264236,67.32874298,42.50515366,45.5218277,48.71600723
2017-02-01,22.39573097,11.57685852,52.68721008,86.58328247,23.43335915,228.4065552,79.50040436,15.83682156,40.84813309,110.6914902,70.43011475,42.71247101,47.55367661,50.05648804
2017-03-01,21.40661812,11.58399105,52.84687805,80.30844879,21.69122505,212.0724487,77.06152344,15.06872845,38.3169136,104.6101151,70.3417511,41.46255493,44.52752304,48.46350098
2017-04-01,21.24431992,11.97504807,52.22847748,74.48871613,20.97923279,206.607193,76.32460785,15.45858479,38.7909584,104.1838226,74.48920441,38.97927856,44.57409286,46.8788147
2017-05-01,20.39782333,11.9670887,53.62571716,71.28231049,20.38669014,195.0305786,72.48382568,14.8059988,37.50210571,103.7537689,72.32290649,39.84182739,44.23508835,44.52790833
2017-06-01,22.15423965,12.23848438,59.24162292,76.94138336,22.29311562,205.5428162,80.64540863,15.96627522,40.0357933,109.1468735,79.66529083,42.08031845,45.13039017,48.58432007
2017-07-01,22.02639008,12.65069485,60.63230515,80.25667572,23.05724525,208.719986,80.99835205,15.3698864,42.13820648,112.5820313,83.12499237,43.04921722,46.12911987,47.29540634
2017-08-01,21.81635857,12.61852455,60.26028824,74.13825989,22.56500626,207.2472229,80.6365509,14.66273403,41.09797668,110.2689514,82.46521759,45.19007111,44.79191971,44.77894974
2017-09-01,23.25885963,12.51064205,64.73073578,79.21083832,24.1626091,220.4561462,84.73537445,16.12125778,43.50966263,118.498909,85.18463135,47.43229294,46.83705902,48.7076149
2017-10-01,25.1404953,12.27643013,65.40706635,86.24680328,25.10219193,225.372879,89.26000977,15.63299274,45.16261673,120.275032,82.38948059,47.92119598,47.79228592,49.5819664
2017-11-01,25.85643768,12.35846519,67.18683624,86.07837677,26.50061607,230.1688538,93.27095795,16.25831413,46.84578323,124.2868118,85.38954163,48.40353012,48.46901321,49.87342072
2017-12-01,27.21102333,12.00588322,66.50158691,93.59540558,26.35295486,237.5306396,95.43051147,17.37826157,47.62638474,127.5849457,87.41345215,49.79766464,47.08919907,53.95715332
2018-01-01,29.4970417,11.49256134,70.1390152,97.71218872,28.90108109,249.7726898,103.2209473,18.43801498,51.32975388,139.7253876,99.08506775,51.69333267,50.49811172,58.50176239
2018-02-01,29.58921814,11.25516891,67.46678925,92.04457855,28.85742378,245.1481323,103.6061707,18.20538902,51.07091522,140.0990753,95.46955109,49.67768097,48.04125977,51.94721603
2018-03-01,27.64426422,11.09434986,60.57072067,90.45549774,27.72233582,235.4859467,98.64562988,16.92883873,49.19290161,134.3941345,89.69551086,48.71789551,44.62994385,46.88908768
2018-04-01,27.68322372,11.0094614,61.26166534,85.54665375,29.11082077,222.835556,97.57815552,17.24923515,47.05962753,129.3912354,90.12563324,48.11803436,44.85564423,46.48649216
2018-05-01,26.86901474,11.10415554,59.84386444,88.7374115,26.83777428,211.1950226,96.477211,16.83358955,45.93035889,128.0661774,86.81073761,50.51134109,44.44665527,48.30265808
2018-06-01,26.18912315,11.0278511,60.33442688,87.131073,25.1878376,206.9594879,93.94378662,17.02010536,43.42040634,120.6453018,84.08293152,50.05286026,44.47333145,49.97333527
2018-07-01,28.68819427,10.82172775,64.81533051,89.42549133,26.13151169,222.7791138,103.6356888,18.17858696,46.31509399,129.3342285,80.12242889,51.19475174,47.41724396,51.64092255
2018-08-01,28.73464775,10.77391815,64.22930145,93.9479599,25.9902153,223.1356506,103.8634872,18.35279465,44.99475479,129.0687103,78.85223389,52.80300903,48.40119171,52.71358109
2018-09-01,27.36898041,10.5434866,65.08779907,90.38131714,24.65670013,211.0997925,102.2862091,17.46428871,42.91226196,122.4597092,76.01242828,53.06484604,47.2383461,47.72402954
2018-10-01,25.67160225,10.3114357,59.39012909,85.02108765,23.98716354,212.1635742,98.82350159,15.94527435,42.07373428,115.536026,62.71993256,48.40420914,47.08024597,48.3323822
2018-11-01,26.51176071,10.51698685,58.78224564,85.38288879,24.82258224,179.5157623,101.4963531,16.10331917,41.18461227,123.0215454,66.61540222,48.68977737,49.05281067,49.28577042
2018-12-01,23.00175285,10.74902534,47.55775833,72.28738403,20.91211128,157.8979187,89.10939789,13.10163689,36.78688812,105.924675,57.53812027,43.77677917,41.16256714,42.17874527
2019-01-01,26.72563553,11.15862274,58.88537979,77.06893158,24.06094551,187.1617126,94.47677612,14.59972763,39.24552917,111.143425,65.16381836,49.57904816,46.45700073,44.76914978
2019-02-01,27.29826355,11.34879875,58.44689178,79.92826843,24.74276161,185.9234772,96.03542328,15.65459347,39.22559357,115.0812836,66.05534363,51.02531052,46.93827438,46.08015823
2019-03-01,26.03178596,11.58448219,57.23868942,78.51828766,22.62554359,182.2043915,93.15510559,13.96148777,39.43115997,112.0129318,60.48562241,48.31309509,43.76002121,44.63004684
2019-04-01,28.85291862,11.98122597,65.0397644,89.22575378,26.08520508,195.4243774,106.7929382,15.70960522,45.084198,125.044281,62.63013458,50.66071701,48.79353714,44.71317291
2019-05-01,25.09770012,12.11103821,57.17429352,82.53599548,23.98535919,173.1885986,98.25391388,14.29529667,38.25989914,117.0516129,51.14269638,49.08220291,45.9384079,40.98168945
2019-06-01,27.36215401,12.16051197,64.83811188,87.60540009,25.25250816,195.0467987,103.6691895,16.05384064,41.19356537,126.2678299,51.89247894,52.41421509,47.95164108,44.12892151
2019-07-01,29.10368729,12.42579365,65.88433838,89.22737122,27.11134338,209.8517151,107.5637436,16.61458969,41.89877701,131.4369965,54.22957611,52.48606873,52.67333603,45.14542007
2019-08-01,26.09655952,12.89143372,59.57921219,83.62773132,24.1527462,194.3890076,102.5914764,15.01372814,39.31636429,119.5720978,47.9001503,49.13867188,48.56269073,43.42949677
2019-09-01,27.67127419,12.82359982,64.43935394,88.22363281,25.00197029,198.793869,109.9034348,16.32422256,40.43453979,129.98703,55.25647354,52.82928848,51.00511169,47.56809616
2019-10-01,29.858881,12.63867569,67.0326004,90.42487335,26.78906059,204.6935272,116.6550827,16.44317436,43.63746262,136.0523376,62.22030258,51.75021362,52.9537468,48.69034576
2019-11-01,31.81637192,12.63423252,70.0736084,96.98005676,27.81160927,212.3390656,124.028183,17.7425251,47.2408371,143.2510376,70.72415161,52.9477272,55.7490921,51.35921097
2019-12-01,33.63063812,12.8222723,75.0558548,100.2024384,28.31828308,221.8134003,131.2198792,18.52030373,48.80662537,149.2537079,74.49107361,51.41791916,55.06186295,51.22235489
2020-01-01,31.51963234,13.33311462,69.90745544,97.17427063,26.41384697,229.3573608,124.5930023,17.28521729,49.89503479,138.8939514,71.68995667,50.62095261,49.77473068,44.69103241
2020-02-01,27.36245918,13.34917068,60.01532745,85.93788147,22.65370178,193.6827698,109.9982147,15.10493565,43.2743721,119.0724564,64.5617218,47.75602341,43.43363953,38.89281082
2020-03-01,20.38263321,12.23667049,39.83368301,49.28388596,13.78719234,150.044754,85.291008,9.580317497,32.67440796,90.17101288,50.49483109,39.22452927,32.21982956,27.61647987
2020-04-01,23.23740768,11.78232288,45.92411423,63.30076218,17.62991905,178.0270996,90.71941376,10.88601875,37.89270782,100.4862213,60.36215591,38.65082932,34.54271317,27.95326424
2020-05-01,23.30504036,12.46796227,45.30939484,66.50684357,18.29021645,190.7128296,93.14576721,11.07290173,42.85046005,108.6855164,58.3705101,40.13421631,33.65311813,25.47066879
2020-06-01,22.94754028,12.6174078,48.83916855,61.58468628,18.18645477,193.008606,90.03484344,11.38126278,46.82527542,100.2701111,60.85048676,41.83148193,34.84555435,25.13403511
2020-07-01,24.20701408,13.21849442,47.79739761,62.77525711,19.00711632,193.340683,92.50444794,11.40039253,47.38756561,101.6615601,61.60063934,41.52203369,35.27533722,23.81842613
