,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Bool
,BAC,BNY,C,COF,FITB,GS,JPM,KEY,MS,PNC,STT,TD,USB,WFC,Month_End
Date,,,,,,,,,,,,,,,
2007-12-31,32.75498962402344,7.075705051422119,241.2773895263672,37.507049560546875,17.455114364624023,176.85113525390625,30.62321662902832,16.262435913085938,41.15916061401367,46.05764389038086,62.84527587890625,20.28603744506836,22.16082191467285,20.73982048034668,True
2008-01-02,32.199275970458984,7.200170516967773,237.01576232910156,37.57848358154297,16.955007553100586,170.72447204589844,29.8447265625,15.811661720275879,39.48520278930664,45.41220474243164,61.04970169067383,20.10794448852539,21.76983070373535,19.991018295288086,False
2008-01-03,31.99287223815918,7.490571975708008,237.09759521484375,37.03880310058594,17.066131591796875,168.4546661376953,29.639480590820312,15.721511840820312,39.477447509765625,44.90006637573242,66.07270050048828,20.04361343383789,21.176362991333008,19.592571258544922,False
2008-01-04,31.635631561279297,7.495179653167725,231.44265747070312,36.48326873779297,16.517414093017578,164.4168701171875,28.96714210510254,15.145917892456055,38.20648956298828,43.88278579711914,63.325157165527344,19.5874080657959,20.55496597290039,18.88498306274414,False
2008-01-07,31.675334930419922,7.536670207977295,231.60675048828125,37.18165969848633,16.135379791259766,160.14047241210938,29.257314682006836,15.416377067565918,37.43925476074219,44.528228759765625,63.76631164550781,19.119510650634766,20.743478775024414,19.015506744384766,False
2008-01-08,30.492464065551758,7.559715270996094,222.42758178710938,34.276981353759766,15.670013427734375,155.83946228027344,28.09664535522461,14.917055130004883,35.95904541015625,43.13212203979492,62.97686004638672,18.920652389526367,19.856765747070312,18.20487403869629,False
2008-01-09,30.754440307617188,7.605813503265381,225.2960968017578,34.403953552246094,16.086763381958008,157.6898193359375,28.49297332763672,15.5412015914917,37.20626449584961,44.01814270019531,64.95818328857422,19.1838436126709,20.261722564697266,18.57583999633789,False
2008-01-10,31.199020385742188,7.698004722595215,230.37734985351562,34.06269836425781,16.454898834228516,161.93325805664062,29.250226974487305,15.985032081604004,37.736331939697266,44.330039978027344,64.50929260253906,19.596181869506836,20.925004959106445,19.17350959777832,False
2008-01-11,30.563919067382812,7.721047878265381,234.06529235839844,33.80079650878906,16.92027473449707,163.4381866455078,28.9176082611084,16.109867095947266,37.72073745727539,44.31585693359375,64.0835952758789,19.461658477783203,20.841224670410156,19.37273597717285,False
2008-01-14,31.135494232177734,7.739485740661621,238.1631317138672,34.181732177734375,16.54520034790039,165.8313446044922,29.271474838256836,16.36646270751953,38.1182975769043,43.805511474609375,65.677978515625,19.078569412231445,21.16937828063965,19.379608154296875,False
2008-01-15,30.07171630859375,7.822461128234863,220.78851318359375,33.332550048828125,15.913117408752441,158.95626831054688,27.721553802490234,15.249938011169434,36.73855209350586,42.203556060791016,61.77723693847656,18.751035690307617,21.239194869995117,18.197999954223633,False
2008-01-16,30.71475601196289,7.605813503265381,215.05162048339844,34.554752349853516,16.711896896362305,162.41851806640625,29.321008682250977,15.596681594848633,36.94123458862305,43.23133850097656,63.031044006347656,18.95574188232422,21.672082901000977,18.802541732788086,False
2008-01-17,29.30167007446289,7.700738906860352,204.56129455566406,32.5865364074707,16.038135528564453,157.05657958984375,28.33727264404297,14.81997013092041,35.27306365966797,40.140865325927734,58.046749114990234,18.522932052612305,21.09955406188965,17.95069694519043,False
2008-01-18,28.555423736572266,7.668325424194336,200.38156127929688,31.491315841674805,15.69779109954834,153.95628356933594,28.018795013427734,14.632726669311523,35.16392135620117,40.665409088134766,57.334716796875,18.36210060119629,21.07861328125,17.504159927368164,False
2008-01-22,29.682722091674805,7.68684720993042,199.9717559814453,31.594491958618164,16.34376335144043,156.81814575195312,28.9176082611084,16.47048568725586,37.829864501953125,40.55197525024414,57.961647033691406,18.490772247314453,21.427715301513672,18.514019012451172,False
2008-01-23,32.20721435546875,7.714626789093018,216.03509521484375,35.078548431396484,17.475954055786133,163.9727325439453,32.35715103149414,17.670225143432617,40.30094528198242,42.52961349487305,61.490882873535156,19.517221450805664,22.831100463867188,20.183359146118164,False
2008-01-24,31.675334930419922,7.70536470413208,223.98477172851562,37.89592742919922,17.510679244995117,163.81651306152344,31.81926727294922,17.420568466186523,39.9345703125,43.9330940246582,63.18581008911133,19.599105834960938,23.347755432128906,21.40617561340332,False
2008-01-25,31.341899871826172,7.7238922119140625,218.3297882080078,36.91183090209961,17.010574340820312,157.65432739257812,30.88507652282715,17.3581485748291,38.11050796508789,42.997440338134766,60.77107620239258,19.24818229675293,23.01262092590332,21.06269645690918,False
2008-01-28,32.70734405517578,7.728523254394531,226.60731506347656,39.594295501708984,17.885761260986328,161.67457580566406,32.2509880065918,17.739580154418945,38.65616989135742,43.734619140625,61.630184173583984,19.525997161865234,23.480411529541016,21.84584617614746,False
2008-01-29,33.29482650756836,7.7238922119140625,228.73828125,41.022850036621094,18.3858699798584,161.5098114013672,33.58150863647461,17.822790145874023,38.5548210144043,45.38618850708008,61.87782669067383,19.95880126953125,23.682889938354492,22.395423889160156,False
2008-01-30,33.509159088134766,7.733155727386475,228.49240112304688,40.951412200927734,18.101076126098633,163.5693817138672,33.5107421875,17.7603759765625,37.90782165527344,44.79077911376953,61.970726013183594,19.739477157592773,23.452486038208008,22.50534439086914,False
2008-01-31,35.04927062988281,7.774827480316162,233.54971313476562,43.348182678222656,18.823461532592773,164.3931121826172,33.54612350463867,18.12793731689453,38.46128463745117,46.499046325683594,63.55731964111328,19.797956466674805,23.452486038208008,23.412153244018555,True
2008-02-01,35.747867584228516,7.76093864440918,246.15159606933594,45.213218688964844,19.490262985229492,171.1731719970703,34.147682189941406,18.322118759155273,37.611595153808594,47.080284118652344,64.9891586303711,20.309730529785156,23.73874855041504,23.116758346557617,False
2008-02-04,34.95400619506836,7.733155727386475,242.25494384765625,41.784732818603516,18.816509246826172,165.42295837402344,32.71100997924805,18.05858039855957,37.44010925292969,45.62718200683594,64.01397705078125,20.011438369750977,23.061492919921875,21.564184188842773,False
2008-02-05,33.63618850708008,7.700738906860352,224.2640838623047,39.8403434753418,17.885761260986328,156.41036987304688,31.062009811401367,17.6147518157959,35.514713287353516,44.81202697753906,62.49699783325195,19.31544303894043,22.384254455566406,20.932172775268555,False
2008-02-06,33.60444641113281,7.70536470413208,223.18629455566406,39.33241653442383,18.09413719177246,154.1942596435547,30.941694259643555,17.33041763305664,35.03921890258789,45.060115814208984,61.86233901977539,19.318363189697266,22.405187606811523,20.876644134521484,False
